season,week,team,rating,variance
2023,7,CHI,-5.30605609057196,44.49413303601244
2023,7,JAX,6.525348672961554,43.67815361186319
2023,7,IND,-2.9608099769023126,44.730636833038304
2023,7,MIN,2.5507496983220497,43.90614597275085
2023,7,GB,-2.6827551911930794,51.5217514616026
2023,7,NE,-6.00979050697824,44.35758730014531
2023,7,MIA,5.250428188017659,44.033835030432286
2023,7,WAS,-7.514514968129269,44.47879617968917
2023,7,PHI,8.379632389199383,42.79790984532262
2023,7,CIN,1.8100030231393447,53.2115477314686
2023,7,LAC,0.05833472807804352,48.509072888469156
2023,7,NO,0.9778072937312225,44.60241583552921
2023,7,TB,-3.924493556441787,48.605719912264185
2023,7,SF,11.461518103727599,43.399761158140585
2023,7,ARI,-6.351927333267935,44.580531946802374
2023,7,LA,0.6675950599869922,44.62742588725997
2023,7,DAL,6.968310543242756,53.625495438990264
2023,7,NYG,-5.0243761685223784,43.5920673774372
2023,7,PIT,1.5531889288505543,51.196389381312464
2023,7,DEN,-8.265961408874357,44.84346908869157
2023,7,TEN,-1.38299928101561,54.55259874511556
2023,8,KC,2.9704884525049575,42.74298878808549
2023,8,HOU,-0.03257329618350924,50.704957185911496
2023,8,ATL,-4.421835331076023,44.285121338875285
2023,8,SEA,3.0230807877665757,46.61553633159175
2023,8,BAL,9.99243092528154,43.51539142942104
2023,8,CLE,3.1082768039883133,46.85976603983605
2023,8,BUF,4.219658464101739,43.41272904417811
2023,8,NYJ,1.5018274953398911,50.011102393574404
2023,8,CAR,-5.442278901439253,50.760184356747224
2023,8,LV,-8.163750725397172,43.75586050796816
2023,8,DET,3.1933964333600193,43.84188280224416
2023,8,CHI,-6.950114028962404,43.86724857441439
2023,8,JAX,7.851059767735665,43.40112191066184
2023,8,IND,-4.710703842994255,43.89702651990136
2023,8,MIN,4.539774714913969,43.56591666103401
2023,8,GB,-4.9580915531931975,48.29902021802673
2023,8,NE,-6.053510059093615,43.62884794459186
2023,8,MIA,5.293882467564607,43.42279761940606
2023,8,WAS,-6.341547633753601,43.66843719122873
2023,8,PHI,7.243532465907273,42.59455588531191
2023,8,CIN,7.217565180901486,49.34755838890789
2023,8,LAC,1.8257855202632762,46.38289023148046
2023,8,NO,2.723525271535398,43.81568272103764
2023,8,TB,-2.8274115580303514,46.420199428212385
2023,8,SF,6.906817636579351,43.27351298896296
2023,8,ARI,-4.822829460070892,43.78204776855816
2023,8,LA,-1.8496403926008225,44.12040759241218
2023,8,DAL,9.907909353864643,49.660487822587264
2023,8,NYG,-4.798410228663344,43.43635680655536
2023,8,PIT,0.038272102870977154,48.082354008998465
2023,8,DEN,-2.9428145143024924,43.91817095431775
2023,8,TEN,-1.5200852499003192,50.25045965571564
2023,9,KC,4.186203356936934,42.5240102957549
2023,9,HOU,-0.6853085102208883,47.87690223732232
2023,9,ATL,-3.7903678341049796,43.564840385612996
2023,9,SEA,-1.6113405351126016,45.10844300534996
2023,9,BAL,14.368518361870857,43.147032011706905
2023,9,CLE,6.246832994055778,45.27855179137053
2023,9,BUF,4.131055205828385,43.16357410883827
2023,9,NYJ,-3.0472199482079585,47.428265912128886
2023,9,CAR,-8.594842463754018,47.81239753729109
2023,9,LV,-3.6627129319839433,43.20617740583682
2023,9,DET,3.1933964333600193,52.84188280224416
2023,9,CHI,-6.013199944895049,43.29331678321032
2023,9,JAX,7.851059767735665,52.40112191066184
2023,9,IND,-1.9201964147384611,43.53594283630347
2023,9,MIN,3.9168303171930527,43.10625977883001
2023,9,GB,-1.5571782656144064,46.23223203504056
2023,9,NE,-7.098341429320421,43.128517201725806
2023,9,MIA,4.062195278814349,42.959986577897496
2023,9,WAS,-5.295930305094769,43.15380811528271
2023,9,PHI,8.142180693358762,42.61663711633127
2023,9,CIN,7.316201216075202,46.88520265917914
2023,9,LAC,6.095141370345489,45.18057584757883
2023,9,NO,1.7875250382090666,43.260418335786795
2023,9,TB,-2.221520231065217,45.22891976478809
2023,9,SF,6.906817636579351,52.27351298896296
2023,9,ARI,-7.78845990382008,43.33470323001996
2023,9,LA,-5.002537236826432,43.60888588419284
2023,9,DAL,8.886190250004407,47.055110765413666
2023,9,NYG,-9.27218852481224,43.001994343628255
2023,9,PIT,0.027262967786357416,46.31374788843014
2023,9,DEN,-2.9428145143024924,52.91817095431775
2023,9,TEN,-1.508657965137803,47.64829056060097
2023,10,KC,4.186203356936934,51.5240102957549
2023,10,HOU,1.8828953724433424,46.058002416414865
2023,10,ATL,-4.421921808105026,43.0746574011166
2023,10,SEA,-2.2004207989455113,44.09955075127543
2023,10,BAL,12.11966855224685,42.85581300295066
2023,10,CLE,8.587604964266607,44.21224852723909
2023,10,BUF,2.1208301104255387,43.10346471801759
2023,10,NYJ,-3.452034794595216,45.630310082303886
2023,10,CAR,-8.194433409255035,45.884393244701855
2023,10,LV,-3.288187233818422,42.96362487012746
2023,10,DET,4.912308331745466,49.189660083676806
2023,10,CHI,-6.381758893952552,43.03468101758643
2023,10,JAX,1.005004544905483,49.19718170656343
2023,10,IND,-1.681483983796641,43.048531006246805
2023,10,MIN,4.521180679697446,42.76384238643204
2023,10,GB,-1.5414641787938284,44.95379276386457
2023,10,NE,-7.335202602658259,42.787687923953236
2023,10,MIA,4.062195278814349,51.959986577897496
2023,10,WAS,-4.728130210728646,42.85498493606487
2023,10,PHI,8.142180693358762,51.61663711633127
2023,10,CIN,4.792776261356041,45.44028813861632
2023,10,LAC,4.589177575814984,44.46902352062335
2023,10,NO,1.1813866797868036,42.86263930139051
2023,10,TB,0.007458822021507938,44.331557164993434
2023,10,SF,13.738644817678514,49.120246561283935
2023,10,ARI,-7.159670972653106,42.92743736876859
2023,10,LA,-5.002537236826432,52.60888588419284
2023,10,DAL,11.046368590929848,45.378591617978856
2023,10,NYG,-11.276173180843703,42.81360789705292
2023,10,PIT,0.011525688942748118,45.00494685192778
2023,10,DEN,-0.5566769989913269,49.15275418653017
2023,10,TEN,-3.837080762427935,45.84810561650241
2023,11,KC,3.685295293600115,48.60707055435204
2023,11,HOU,0.6544605219294926,44.72029005699932
2023,11,ATL,-4.421921808105026,52.0746574011166
2023,11,SEA,-2.4301594919367795,43.73094051556228
2023,11,BAL,12.859380659707202,42.664012696250516
2023,11,CLE,7.123228896716791,43.563662798036084
2023,11,BUF,5.308944713539598,42.837521450435915
2023,11,NYJ,-6.794762390324841,44.44383889726064
